,transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,transaction_hour,transaction_day,is_senior_citizen,amount_category
1319,TX001221,AC00291,743.03,2023-07-27 16:55:00,Debit, New York ,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,2024-11-04 08:09:00,16,Thursday,0,High
1320,TX001281,AC00489,21.27,2023-07-24 17:01:00,Credit,,,197.23.128.119,M070,Online,62,Retired,114,1,7392.79,2024-11-04 08:09:00,17,Monday,1,Low
1321,TX001985,AC00303,1512.99,2023-08-08 17:15:00,Debit,Philadelphia,,195.164.171.146,M071,Online,19,Student,50,1,"$9,963.39",2024-11-04 08:09:00,17,Tuesday,0,High
1322,TX000131,AC00382,124.72,2023-07-03 17:14:00,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,33,Engineer,105,1,6309.8,2024-11-04 08:07:00,17,Monday,0,Medium
1323,TX001754,AC00426,668.78,2023-10-23 17:25:00, Debit ,Mesa,D000217,11.188.75.155,M094,ATM,20, Student ,141,1,983.68,2024-11-04 08:09:00,17,Monday,0,High
1324,TX001623,AC00087,154.21,2023-01-02 16:01:00,Debit,Miami,D000549,190.251.45.32,M083,Online,46,Engineer,75,1,8045.77,2024-11-04 08:10:00,16,Monday,0,Medium
1325,TX000214,AC00380,116.86,2023-03-20 18:28:00,Debit, Louisville ,,184.146.10.88,M088,ATM,55, Engineer ,171,1,"$6,706.56",2024-11-04 08:12:00,18,Monday,0,Low
1326,TX001734,AC00108,238.54,2023-04-07 16:04:00,Debit,Indianapolis,D000428,83.182.211.68,M006,ATM,19, Student ,12,4,868.91,2024-11-04 08:07:00,16,Friday,0,Medium
1327,TX001587,AC00241,211.36,2023-09-14 17:08:00,Debit, San Francisco ,D000039,223.189.165.37,M020,Branch,47,Engineer,194,1,"$4,760.34",2024-11-04 08:11:00,17,Thursday,0,Medium
1328,TX000575,AC00188,220.41,2023-09-04 16:42:00,Credit,El Paso,D000574,133.223.159.151,M059,Online,26, Engineer ,155,1,5116.98,2024-11-04 08:10:00,16,Monday,0,Medium
1329,TX001488,AC00101,166.55,2023-07-13 17:51:00,Credit, Houston ,D000386,148.25.159.90,M065,Branch,59,Doctor,99,1,12970.21,2024-11-04 08:09:00,17,Thursday,0,Medium
1330,TX001483,AC00218,494.96,2023-03-31 16:34:00,Debit, Sacramento ,D000320,45.182.28.148,M067,ATM,40,Engineer,132,1,6903.68,2024-11-04 08:08:00,16,Friday,0,High
1331,TX001108,AC00209,167.47,2023-12-01 17:45:00,Debit,Sacramento,D000002,175.166.115.182,M024,ATM,35,Engineer,103,1,2293.13,2024-11-04 08:12:00,17,Friday,0,Medium
1332,TX002156,AC00013,172.92,2023-08-28 16:56:00,Debit,Miami,D000519,214.67.148.245,M052,Online,20,Student,212,1,416.37,2024-11-04 08:08:00,16,Monday,0,Medium
1333,TX000207,AC00181,800.55,2023-05-04 16:21:00,Debit,Oklahoma City,D000657,8.244.162.185,M062,ATM,31, Engineer ,108,1,9660.22,2024-11-04 08:06:00,16,Thursday,0,High
1334,TX002060,AC00267,796.3,2023-03-22 16:03:00, Debit , Austin ,D000225,93.160.83.196,M062,Branch,67,Retired,64,1,"$1,498.79",2024-11-04 08:08:00,16,Wednesday,1,High
1335,TX002216,AC00290,1413.24,2023-11-06 18:59:00, Debit ,New York,D000356,166.41.54.117,M016,ATM,58,Engineer,199,1,7272.01,2024-11-04 08:11:00,18,Monday,0,High
1336,TX000710,AC00462,99.76,2023-08-07 16:21:00,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26, Student ,131,1,416.89,2024-11-04 08:06:00,16,Monday,0,Low
1337,TX002253,AC00478,236.57,2023-09-01 17:51:00, Debit ,,D000656,173.135.78.201,M023,ATM,79,Retired,112,1,3488.77,2024-11-04 08:06:00,17,Friday,1,Medium
1338,TX001697,AC00108,849.76,2023-08-16 16:28:00,Debit, Seattle ,,64.89.183.39,M023,ATM,25,Student,269,1,373.88,2024-11-04 08:07:00,16,Wednesday,0,High
1339,TX001479,AC00393,373.52,2023-09-25 16:23:00, Debit ,Colorado Springs,D000673,219.31.152.129,M026,ATM,35, Engineer ,235,1,6430.41,2024-11-04 08:11:00,16,Monday,0,High
1340,TX001274,AC00431,,2023-05-24 16:14:00,Credit, San Jose ,D000216,69.82.61.135,M048,Branch,20, Student ,118,1,$420.25,2024-11-04 08:09:00,16,Wednesday,0,
1341,TX002066,AC00483,604.5,2023-08-08 18:39:00, Debit , Portland ,D000501,31.127.129.152,M073,ATM,28,Student,80,1,709.42,2024-11-04 08:06:00,18,Tuesday,0,High
1342,TX001898,AC00085,702.87,2023-06-07 17:06:00, Debit ,Washington,D000352,216.31.34.238,M033,ATM,19,Student,184,1,"$1,237.50",2024-11-04 08:11:00,17,Wednesday,0,High
1343,TX002417,AC00069,315.13,2023-12-05 16:04:00,Debit,Omaha,D000171,107.248.120.12,M045,Branch,30,Engineer,143,1,6570.94,2024-11-04 08:07:00,16,Tuesday,0,Medium
1344,TX001626,AC00220,1360.01,2023-09-25 16:51:00, Credit ,Phoenix,D000582,5.252.94.135,M096,Branch,67,Retired,218,1,6601.5,2024-11-04 08:11:00,16,Monday,1,High
1345,TX001728,AC00189,555.71,2023-01-23 17:35:00,Credit,Boston,D000343,139.23.212.102,M018,Branch,22, Student ,73,1,830.37,2024-11-04 08:08:00,17,Monday,0,High
1346,TX001004,AC00070,156.58,2023-09-18 16:03:00, Debit ,Portland,D000079,48.31.196.24,M083,Branch,24,Student,160,1,8981.61,2024-11-04 08:09:00,16,Monday,0,Medium
1347,TX000316,AC00164,711.3,2023-06-26 18:57:00,Debit, San Jose ,D000581,109.42.41.157,M076,Branch,21,Student,51,1,955.4,2024-11-04 08:09:00,18,Monday,0,High
1348,TX000164,AC00062,,2023-08-14 17:43:00,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,2024-11-04 08:07:00,17,Monday,1,
1349,TX001737,AC00010,7.56,2023-02-06 16:38:00,Debit, Milwaukee ,D000358,205.45.234.42,M070,ATM,40,Doctor,145,1,"$8,528.72",2024-11-04 08:07:00,16,Monday,0,Low
1350,TX001643,AC00291,383.95,2023-09-20 17:57:00,Credit, San Diego ,D000504,39.129.125.110,M068,Online,31,Engineer,143,1,9933.56,2024-11-04 08:07:00,17,Wednesday,0,High
1352,TX000016,AC00270,465.45,2023-12-12 16:23:00, Debit , Denver ,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54,2024-11-04 08:12:00,16,Tuesday,0,High
1353,TX000487,AC00148,1416.69,2023-01-16 17:00:00, Debit , ##### ,D000418,219.98.242.240,M015,ATM,46, Engineer ,58,1,3740.73,2024-11-04 08:11:00,17,Monday,0,High
1354,TX001540,AC00344,175.02,2023-04-10 16:23:00, Debit , Phoenix ,,105.6.30.244,M092,Online,28,Student,71,1,1493.88,2024-11-04 08:09:00,16,Monday,0,Medium
1355,TX001238,AC00356,862.34,2023-05-25 16:16:00,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57,Doctor,72,1,9903.48,2024-11-04 08:12:00,16,Thursday,0,High
1356,TX002020,AC00113,643.02,2023-10-02 17:47:00,Credit,Detroit,D000534,34.125.226.63,M065,ATM,38,Doctor,85,1,11989.39,2024-11-04 08:07:00,17,Monday,0,High
1358,TX001357,AC00280,406.65,2023-11-08 18:32:00, Debit , Mesa ,D000013,147.234.20.46,M062,ATM,57,Doctor,107,1,12995.7,2024-11-04 08:11:00,18,Wednesday,0,High
1359,TX000783,AC00399,300.61,2023-05-01 17:21:00,Debit,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54,2024-11-04 08:11:00,17,Monday,0,Medium
1360,TX001784,AC00380,292.03,2023-09-04 16:20:00, Credit , Memphis ,D000659,167.104.180.235,M050,ATM,46,Engineer,154,1,951.33,2024-11-04 08:07:00,16,Monday,0,Medium
1361,TX001346,AC00204,388.07,2023-09-05 17:34:00,Debit, Seattle ,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,2024-11-04 08:10:00,17,Tuesday,0,High
1363,TX001430,AC00257,83.43,2023-05-30 16:28:00,Debit,New York,D000627,23.255.214.209,M012,Online,56, Retired ,109,1,1870.16,2024-11-04 08:11:00,16,Tuesday,0,Low
1364,TX001904,AC00003,384.11,2023-05-15 16:35:00, Debit ,Fort Worth,D000290,194.88.79.54,M032,ATM,58, Retired ,12,1,7902.52,2024-11-04 08:06:00,16,Monday,0,High
1365,TX000713,AC00173,498.59,2023-01-30 16:20:00,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,2024-11-04 08:06:00,16,Monday,0,High
1366,TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,,156.134.123.253,M043,Online,61, Retired ,63,1,1731.89,2024-11-04 08:12:00,16,Monday,1,High
1367,TX001819,AC00094,13.92,2023-05-29 17:30:00,Debit,Los Angeles,,92.214.76.157,M024,ATM,37, Engineer ,209,1,2735.84,2024-11-04 08:09:00,17,Monday,0,Low
1368,TX002027,AC00069,8.81,2023-05-22 16:57:00,Debit,Dallas,D000462,35.67.21.23,M046,Online,57,Doctor,165,1,13523.65,2024-11-04 08:09:00,16,Monday,0,Low
1369,TX002490,AC00116,408.62,2023-05-22 17:41:00, Credit ,Fort Worth,D000684,58.1.27.124,M021,Online,48,Engineer,159,1,2498.48,2024-11-04 08:07:00,17,Monday,0,High
1370,TX001950,AC00244,,2023-07-19 16:11:00,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1,4644.19,2024-11-04 08:11:00,16,Wednesday,1,
1371,TX000866,AC00418,101.81,2023-06-29 17:51:00,Debit,Fort Worth,D000209,160.212.125.105,M087,ATM,45,Doctor,105,1,13872.03,2024-11-04 08:11:00,17,Thursday,0,Low
1372,TX002367,AC00010,,2023-01-12 17:10:00,Debit,Denver,D000312,24.148.92.177,M069,Branch,25,Student,269,1,225.53,2024-11-04 08:07:00,17,Thursday,0,
1373,TX002006,AC00066,347.25,2023-01-30 18:49:00,Debit, Indianapolis ,D000646,33.28.138.82,M062,ATM,69, Doctor ,250,1,7273.55,2024-11-04 08:08:00,18,Monday,1,High
1374,TX002109,AC00452,243.8,2023-01-03 16:42:00, Debit ,San Francisco,D000550,64.15.0.66,M016,Branch,57,Doctor,48,1,"$13,732.81",2024-11-04 08:10:00,16,Tuesday,0,Medium
1375,TX000358,AC00459,374.5,2023-07-24 16:45:00, Credit ,San Francisco,D000045,9.230.41.239,M002,Branch,26,Student,178,1,1671.51,2024-11-04 08:08:00,16,Monday,0,High
1376,TX000966,AC00114,,2023-11-27 16:30:00,Debit, Columbus ,D000503,80.75.92.66,M096,Online,27, Engineer ,278,1,6568.07,2024-11-04 08:07:00,16,Monday,0,
1377,TX000787,AC00297,111.21,2023-08-21 18:36:00,Debit, Portland ,D000401,216.151.64.40,M076,Branch,35,Doctor,111,1,9088.36,2024-11-04 08:12:00,18,Monday,0,Low
1378,TX001164,AC00309,52.04,2023-07-27 16:28:00, Credit ,Colorado Springs,D000310,105.87.212.115,M070,Branch,50, Doctor ,31,1,8436.12,2024-11-04 08:07:00,16,Thursday,0,Low
1379,TX001380,AC00126,77.53,2023-07-25 18:00:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54, Retired ,55,1,5158.6,2024-11-04 08:07:00,18,Tuesday,0,Low
1380,TX002190,AC00478,444.47,2023-01-16 16:15:00,Debit,San Jose,D000031,40.45.69.120,M005,Online,57,Retired,61,1,"$6,062.94",2024-11-04 08:10:00,16,Monday,0,High
1381,TX002379,AC00150,199.02,2023-01-30 17:36:00, Debit ,Memphis,D000535,98.255.160.110,M081,ATM,22,Student,185,1,793.63,2024-11-04 08:08:00,17,Monday,0,Medium
1382,TX001242,AC00151,168.11,2023-05-19 16:44:00,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,2024-11-04 08:06:00,16,Friday,0,Medium
1383,TX000901,AC00425,157.16,2023-03-13 17:34:00, Debit , ##### ,D000682,133.223.159.151,M068,Branch,20,Student,280,1,1545.77,2024-11-04 08:07:00,17,Monday,0,Medium
1384,TX002427,AC00032,582.17,2023-12-07 16:02:00,Debit,Tucson,D000032,147.114.91.132,M093,Branch,57,Engineer,135,1,7310.83,2024-11-04 08:08:00,16,Thursday,0,High
1385,TX001402,AC00092,66.01,2023-10-06 18:39:00,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,2024-11-04 08:07:00,18,Friday,0,Low
1386,TX001472,AC00250,153.07,2023-04-03 18:37:00,Debit,Detroit,D000503,92.214.76.157,M034,ATM,56,Engineer,116,1,"$8,873.43",2024-11-04 08:12:00,18,Monday,0,Medium
1387,TX000384,AC00341,96.54,2023-03-13 17:26:00,Debit, New York ,D000387,69.61.96.139,M020,Branch,58,Retired,95,1,7182.22,2024-11-04 08:10:00,17,Monday,0,Low
1389,TX001383,AC00242,411.72,2023-06-20 18:43:00,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,2024-11-04 08:11:00,18,Tuesday,0,High
1390,TX001872,AC00063,558.86,2023-03-15 17:27:00,Debit,,D000072,156.173.170.140,M040,ATM,60, Doctor ,95,1,9844.32,2024-11-04 08:11:00,17,Wednesday,1,High
1391,TX001937,AC00064,,2023-09-20 17:44:00,Debit,Washington,D000230,113.137.153.101,M048,Online,52,Retired,119,1,4026.03,2024-11-04 08:06:00,17,Wednesday,0,
1392,TX000128,AC00176,841.28,2023-08-09 17:34:00,Debit,Tucson,D000276,101.223.82.253,M083,Online,26, Student ,80,1,1103.64,2024-11-04 08:09:00,17,Wednesday,0,High
1393,TX002155,AC00157,481.53,2023-09-12 17:21:00, Debit ,Atlanta,D000142,221.169.49.152,M087,Branch,58,Retired,277,1,6142.54,2024-11-04 08:11:00,17,Tuesday,0,High
1394,TX002508,AC00297,856.21,2023-04-26 17:09:00, Credit ,Colorado Springs,D000625,21.157.41.17,M072,Branch,33,Doctor,109,1,12690.79,2024-11-04 08:11:00,17,Wednesday,0,High
1395,TX001077,AC00345,82.17,2023-12-18 18:25:00, Debit ,Fort Worth,D000669,130.29.230.16,M096,Branch,28,Student,21,1,"$1,913.06",2024-11-04 08:09:00,18,Monday,0,Low
1396,TX000947,AC00317,179.76,2023-07-12 16:11:00,Debit,Philadelphia,D000038,193.190.29.63,M039,Online,78,Retired,81,1,5909.52,2024-11-04 08:09:00,16,Wednesday,1,Medium
1397,TX001141,AC00286,,2023-08-17 16:55:00,Debit,Nashville,D000193,186.135.2.148,M001,ATM,37,Engineer,143,1,2669.66,2024-11-04 08:06:00,16,Thursday,0,
1398,TX001764,AC00464,14.0,2023-09-06 16:24:00,Debit,,,106.140.105.35,M063,ATM,49,Engineer,173,1,7975.18,2024-11-04 08:09:00,16,Wednesday,0,Low
1399,TX000073,AC00282,24.77,2023-07-04 18:20:00,Debit,Boston,D000180,9.230.41.239,M070,ATM,62, Retired ,55,1,"$5,866.01",2024-11-04 08:12:00,18,Tuesday,1,Low
1401,TX001547,AC00123,100.38,2023-11-27 17:51:00,Debit, Seattle ,D000548,71.93.189.160,M060,Branch,63,Doctor,49,1,10171.68,2024-11-04 08:09:00,17,Monday,1,Low
1402,TX000476,AC00464,1431.3,2023-09-04 18:46:00,Debit, Oklahoma City ,D000563,7.105.184.86,M082,ATM,18, Student ,168,1,1058.13,2024-11-04 08:11:00,18,Monday,0,High
1403,TX000408,AC00208,195.12,2023-07-25 17:42:00,Debit, Louisville ,D000603,199.103.32.145,M043,ATM,46,Doctor,144,1,6101.15,2024-11-04 08:10:00,17,Tuesday,0,Medium
1404,TX000648,AC00276,20.22,2023-03-10 18:26:00, Debit ,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2024-11-04 08:06:00,18,Friday,0,Low
1405,TX001681,AC00332,93.63,2023-08-21 18:11:00, Debit ,New York,D000532,166.41.54.117,M096,ATM,29,Engineer,141,1,9873.62,2024-11-04 08:09:00,18,Monday,0,Low
1406,TX000503,AC00103,795.96,2023-09-28 17:53:00,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,"$5,468.58",2024-11-04 08:08:00,17,Thursday,1,High
1407,TX002505,AC00047,123.38,2024-01-01 17:21:00, Debit , Sacramento ,D000219,163.129.70.210,M049,Online,59, Doctor ,40,1,13542.41,2024-11-04 08:10:00,17,Monday,0,Medium
1408,TX001826,AC00458,5.71,2023-12-01 17:35:00, Debit ,Tucson,D000231,109.42.41.157,M071,Branch,21, Student ,106,1,"$1,285.42",2024-11-04 08:10:00,17,Friday,0,Low
1409,TX000253,AC00041,371.69,2023-12-22 16:27:00,Debit, San Francisco ,D000374,124.180.225.109,M020,Branch,67,Retired,143,1,3484.32,2024-11-04 08:09:00,16,Friday,1,High
1411,TX002399,AC00308,153.55,2023-11-08 17:53:00,Debit, Denver ,D000438,168.55.35.243,M099,Online,37, Doctor ,16,1,5619.91,2024-11-04 08:07:00,17,Wednesday,0,Medium
1412,TX000394,AC00265,215.94,2023-06-05 16:06:00,Credit, Virginia Beach ,D000037,53.218.177.171,M021,Online,22,Student,140,1,1841.69,2024-11-04 08:10:00,16,Monday,0,Medium
1413,TX001813,AC00054,67.33,2023-04-13 18:15:00, Debit ,Detroit,D000538,133.63.96.21,M073,Online,59,Engineer,36,1,"$5,925.98",2024-11-04 08:07:00,18,Thursday,0,Low
1414,TX002080,AC00054,738.94,2023-10-09 18:54:00,Debit, Philadelphia ,D000165,44.67.137.125,M085,Branch,41, Doctor ,173,1,13856.18,2024-11-04 08:08:00,18,Monday,0,High
1415,TX001062,AC00089,130.4,2023-04-03 16:31:00,Debit,Raleigh,D000373,163.129.70.210,M024,Branch,45,Engineer,63,1,4381.24,2024-11-04 08:09:00,16,Monday,0,Medium
1416,TX002095,AC00261,26.1,2023-02-17 16:21:00,Debit,Mesa,D000353,77.92.193.22,M001,ATM,27,Student,32,1,1435.72,2024-11-04 08:07:00,16,Friday,0,Low
1417,TX002146,AC00116,,2023-03-08 18:51:00,Debit,,D000479,23.92.205.75,M062,Online,52, Doctor ,276,1,"$11,263.89",2024-11-04 08:09:00,18,Wednesday,0,
1418,TX000520,AC00014,121.91,2023-06-26 18:39:00,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60, Doctor ,133,1,"$14,510.80",2024-11-04 08:08:00,18,Monday,1,Medium
1419,TX001388,AC00441,51.25,2023-08-29 16:16:00,Credit,Austin,D000113,101.223.82.253,M044,Branch,28, Student ,66,1,1744.4,2024-11-04 08:11:00,16,Tuesday,0,Low
1420,TX001193,AC00498,841.5,2023-05-22 16:33:00, Credit ,Atlanta,,207.157.126.125,M020,Branch,25, Student ,287,1,352.31,2024-11-04 08:09:00,16,Monday,0,High
1421,TX001964,AC00220,483.92,2023-10-16 18:57:00,Debit,New York,D000046,145.179.219.57,M092,ATM,70, Retired ,115,1,"$3,138.00",2024-11-04 08:06:00,18,Monday,1,High
1422,TX002471,AC00128,425.91,2023-03-24 16:34:00,Debit,Jacksonville,D000412,177.116.108.246,M038,ATM,23, Student ,47,1,383.58,2024-11-04 08:07:00,16,Friday,0,High
1423,TX001271,AC00184,73.19,2023-10-18 16:20:00,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76, Retired ,213,1,2264.98,2024-11-04 08:10:00,16,Wednesday,1,Low
1424,TX001556,AC00475,7.48,2023-07-03 16:46:00,Debit, San Antonio ,D000596,27.93.195.98,M025,ATM,55,Engineer,29,1,1275.2,2024-11-04 08:12:00,16,Monday,0,Low
1426,TX001106,AC00057,22.54,2023-08-29 16:19:00, Debit ,El Paso,D000075,161.161.26.115,M044,Online,26,Engineer,42,1,7139.11,2024-11-04 08:10:00,16,Tuesday,0,Low
1427,TX001560,AC00011,31.53,2023-12-20 17:15:00,Debit,Kansas City,D000328,37.143.57.20,M095,Online,25, Student ,283,1,874.93,2024-11-04 08:06:00,17,Wednesday,0,Low
1428,TX001746,AC00438,,2023-07-31 16:52:00,Debit,Los Angeles,D000149,205.45.234.42,M036,ATM,21,Student,140,1,202.69,2024-11-04 08:06:00,16,Monday,0,
1429,TX000943,AC00166,446.39,2023-12-12 17:41:00,Debit,Houston,,155.37.19.43,M019,ATM,63,Retired,77,1,7863.6,2024-11-04 08:07:00,17,Tuesday,1,High
1431,TX001523,AC00298,77.5,2023-05-23 16:44:00,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77,2024-11-04 08:08:00,16,Tuesday,0,Low
1432,TX000118,AC00498,56.98,2024-01-01 16:34:00, Credit ,Oklahoma City,D000256,101.90.40.193,M086,ATM,43,Engineer,122,2,5688.37,2024-11-04 08:07:00,16,Monday,0,Low
1433,TX001212,AC00477,95.83,2023-12-01 16:01:00,Debit, Washington ,D000089,133.67.250.163,M070,Online,27, Student ,91,1,1726.4,2024-11-04 08:08:00,16,Friday,0,Low
1434,TX000531,AC00369,541.79,2023-08-11 16:43:00,Debit,,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,2024-11-04 08:11:00,16,Friday,0,High
1435,TX000518,AC00122,358.18,2023-04-10 16:44:00,Debit,Boston,,100.198.165.4,M028,ATM,18,Student,157,1,619.86,2024-11-04 08:07:00,16,Monday,0,High
1436,TX001496,AC00178,446.1,2023-09-19 17:45:00, Debit ,Seattle,D000444,78.69.172.205,M068,ATM,25, Student ,243,1,1008.44,2024-11-04 08:08:00,17,Tuesday,0,High
1437,TX002372,AC00465,21.23,2023-09-11 16:35:00,Debit,Virginia Beach,D000174,63.191.171.41,M094,ATM,23, Student ,103,4,$319.18,2024-11-04 08:09:00,16,Monday,0,Low
1438,TX000499,AC00450,654.48,2023-08-07 16:37:00, Debit ,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,2024-11-04 08:10:00,16,Monday,0,High
1439,TX000400,AC00285,268.39,2023-06-26 18:25:00,Debit, Miami ,D000015,65.164.3.100,M017,ATM,26,Student,171,1,136.74,2024-11-04 08:06:00,18,Monday,0,Medium
1440,TX000802,AC00114,268.39,2023-02-21 18:13:00,Debit, San Antonio ,D000224,81.102.230.41,M021,Online,29,Doctor,177,1,9409.43,2024-11-04 08:11:00,18,Tuesday,0,Medium
1441,TX001407,AC00104,275.2,2023-08-24 17:13:00,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,1230.12,2024-11-04 08:09:00,17,Thursday,0,Medium
1442,TX002380,AC00443,,2023-07-31 18:52:00,Debit, Fort Worth ,D000075,190.251.45.32,M035,Branch,29,Doctor,76,1,6258.63,2024-11-04 08:10:00,18,Monday,0,
1443,TX000724,AC00237,72.75,2023-05-01 16:30:00, Debit , Phoenix ,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2024-11-04 08:07:00,16,Monday,1,Low
1444,TX000840,AC00009,153.59,2023-05-04 17:43:00, Credit ,Portland,D000270,204.120.80.105,M001,Branch,66,Retired,174,1,4813.12,2024-11-04 08:09:00,17,Thursday,1,Medium
1445,TX001450,AC00218,152.01,2023-02-23 16:41:00,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,42,Engineer,111,3,4625.12,2024-11-04 08:11:00,16,Thursday,0,Medium
1446,TX000449,AC00093,70.23,2023-09-13 16:18:00,Debit, Memphis ,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,"$11,624.93",2024-11-04 08:07:00,16,Wednesday,0,Low
1447,TX001690,AC00313,27.51,2023-09-20 18:16:00,Credit, Columbus ,D000250,47.82.77.181,M057,Online,40, Doctor ,103,1,13645.63,2024-11-04 08:06:00,18,Wednesday,0,Low
1449,TX002410,AC00267,90.94,2023-11-24 17:55:00, Credit ,Colorado Springs,D000594,45.241.13.208,M084,ATM,63, Retired ,56,1,3896.08,2024-11-04 08:12:00,17,Friday,1,Low
1450,TX001084,AC00086,11.57,2023-12-20 16:17:00,Credit,New York,D000550,116.106.207.139,M037,Branch,56, Retired ,64,1,2061.61,2024-11-04 08:10:00,16,Wednesday,0,Low
1452,TX000761,AC00126,319.27,2023-08-07 16:54:00,Debit, San Antonio ,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,2024-11-04 08:12:00,16,Monday,0,Medium
1453,TX001584,AC00081,315.39,2023-05-26 16:52:00,Credit,New York,D000066,60.89.202.192,M008,Branch,23, Student ,93,1,929.6,2024-11-04 08:08:00,16,Friday,0,Medium
1454,TX002496,AC00182,271.22,2023-04-03 16:07:00,Credit, ##### ,D000052,4.105.134.118,M056,ATM,45,Doctor,87,1,6863.02,2024-11-04 08:06:00,16,Monday,0,Medium
1455,TX002430,AC00464,83.6,2023-12-29 18:29:00,Debit,San Jose,D000236,79.227.202.117,M090,ATM,47,Doctor,192,1,13899.24,2024-11-04 08:09:00,18,Friday,0,Low
1456,TX000072,AC00053,143.21,2023-01-13 17:00:00,Debit,Dallas,,65.164.3.100,M066,Online,35, Engineer ,135,1,6374.82,2024-11-04 08:09:00,17,Friday,0,Medium
1457,TX000486,AC00400,188.99,2023-06-08 16:43:00, Debit , ##### ,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,"$7,315.34",2024-11-04 08:07:00,16,Thursday,0,Medium
1459,TX000224,AC00047,457.3,2023-06-26 18:25:00,Debit,Virginia Beach,D000214,62.27.235.199,M042,Online,28,Engineer,15,1,8318.29,2024-11-04 08:07:00,18,Monday,0,High
1460,TX001608,AC00409,122.81,2023-10-24 16:12:00, Debit ,San Jose,D000419,136.162.111.135,M010,Branch,52,Doctor,12,1,8450.84,2024-11-04 08:09:00,16,Tuesday,0,Medium
1461,TX001779,AC00327,720.89,2023-12-18 17:10:00,Debit,Indianapolis,D000496,100.198.165.4,M008,ATM,27, Student ,120,1,447.06,2024-11-04 08:10:00,17,Monday,0,High
1462,TX000462,AC00200,697.32,2023-05-11 16:30:00, Debit , Atlanta ,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02,2024-11-04 08:11:00,16,Thursday,1,High
1463,TX001851,AC00004,13.16,2023-05-01 17:36:00, Debit ,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1,1019.46,2024-11-04 08:10:00,17,Monday,0,Low
1464,TX001395,AC00438,,2023-07-06 17:53:00,Debit,Tucson,,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,2024-11-04 08:09:00,17,Thursday,0,
1465,TX001089,AC00362,51.22,2023-06-29 16:11:00, Debit ,Fresno,D000083,49.29.37.185,M040,Branch,23,Student,82,1,1664.59,2024-11-04 08:10:00,16,Thursday,0,Low
1466,TX001515,AC00272,,2023-08-28 16:00:00,Debit,Miami,D000256,188.225.207.71,M021,Online,49, Engineer ,144,3,"$6,345.03",2024-11-04 08:09:00,16,Monday,0,
1467,TX000132,AC00384,302.45,2023-09-25 17:13:00,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,78,Retired,40,1,5133.61,2024-11-04 08:11:00,17,Monday,1,Medium
1468,TX002382,AC00452,45.92,2023-06-19 17:25:00,Debit, Nashville ,D000622,120.170.93.69,M087,ATM,26,Student,23,1,$544.56,2024-11-04 08:06:00,17,Monday,0,Low
1469,TX001998,AC00021,1142.83,2023-07-14 17:44:00,Credit,Omaha,D000493,219.98.242.240,M028,Branch,61, Retired ,48,1,2467.39,2024-11-04 08:11:00,17,Friday,1,High
1470,TX001371,AC00405,512.95,2023-10-16 17:08:00, Debit , Columbus ,,6.234.101.35,M066,Branch,57,Engineer,143,1,"$9,584.52",2024-11-04 08:10:00,17,Monday,0,High
